probe	RB_E_001	RB_E_002	RB_E_003	RB_E_004	RB_E_005	RB_E_006	RB_E_007	RB_E_008	RB_E_009	RB_E_011	RB_E_012	RB_E_013	RB_E_014	RB_E_015	RB_E_016	RB_E_017	RB_E_019	RB_E_020	RB_E_021	RB_E_022	RB_E_023	RB_E_025	RB_E_026	RB_E_027	RB_E_028	RB_E_029	RB_E_030	RB_E_030_IC	RB_E_032	RB_E_033	RB_E_034	RB_E_035	RB_E_036	RB_E_037	RB_E_040	RB_E_042	RB_E_044	RB_E_045	RB_E_046_IC	RB_E_048_IC	RB_E_049_IC	RB_E_050	RB_E_051	RB_E_052	RB_E_053	RB_E_054	RB_E_055	RB_E_056	RB_E_057	RB_E_058	RB_E_059	RB_E_060	RB_E_061	RB_E_063	RB_E_064	RB_E_065	RB_E_066	RB_E_067	RB_E_069_FR	RB_E_076	RB_E_077	RB_E_078	RB_E_079	RB_E_080	RB_E_081
cg00051623	1187	2367	1616	1428	1319	333	878	2594	1519	2093	2091	1764	1942	1736	1592	2227	2294	1908	1937	1318	1609	2429	2107	2107	2519	2496	1419	1646	1431	1669	2087	1591	2309	3834	1315	4233	1978	3128	2279	1010	1241	1956	2249	2479	1728	1794	2773	3609	2825	3734	2052	1330	1874	729	3858	1824	2239	1695	2224	1326	673	578	831	760	706
cg00051662	2231	1495	2759	2151	1441	1009	2224	3259	2150	5387	3213	1782	3440	4195	4469	5406	5070	1443	1868	796	3598	3559	1817	1312	2718	2020	1565	2775	2277	2902	1460	2336	4326	1926	1011	3048	1587	757	1586	537	1408	4340	6418	2380	4472	4018	3952	6558	3718	4651	4583	538	1700	848	4254	1762	1819	1487	3185	1114	929	543	1217	403	1168
cg00051704	4147	5849	2725	2151	2182	2959	1960	1143	1850	1057	2843	4385	1220	2445	696	1390	1354	1519	1039	1089	1147	2417	2384	2690	5759	2141	1286	968	2800	1010	1608	2685	2595	2714	1094	5402	1074	2242	880	408	458	1755	1922	1092	963	2084	3314	2967	2928	2834	2502	3370	1625	2478	1853	2042	1564	2420	2318	2224	2411	2176	2690	3692	2046
cg00051782	30952	28433	25801	25466	23089	24751	26452	23156	26671	20287	21949	25595	22841	18894	19586	20244	19943	20243	22551	17100	18091	25914	27660	23465	28411	26920	17856	19949	28219	26028	28224	28773	28854	30639	19862	28435	19058	29435	24660	21269	13265	22042	24579	23586	20854	21763	29025	28764	27464	27523	23561	26923	27138	30171	23467	26407	31076	24962	28574	22958	21733	25068	26570	25587	24337
cg00051818	2725	3039	2693	1724	1883	2085	2863	2730	2103	1300	1150	1729	568	1067	1109	1067	1110	1124	1179	860	1039	1611	2304	2039	2386	2514	1163	1560	1982	1220	2470	2742	3663	4019	1110	2992	1026	2369	2001	938	924	1728	1655	1859	1305	1277	2606	3704	3328	3320	2036	2699	2713	2084	2751	2303	2761	2040	2395	1277	1803	1370	1321	1511	1830
cg00051952	4054	2028	1596	1430	5001	1406	1461	1594	952	5681	4054	2756	2232	3466	2874	1609	2154	2833	3363	4311	1364	2211	3406	7672	3463	4608	2341	3847	1362	906	1531	3526	1982	2142	2748	2347	1500	1163	1072	689	818	8034	3488	1628	1616	3044	7827	3401	6113	4027	2248	5304	1317	2750	1562	2034	711	1880	5417	4945	2235	3468	1348	4149	5224
cg00051979	11764	15199	13053	11272	11334	13210	12675	7878	10794	4725	5768	11297	4277	5123	5024	5265	4680	5114	4617	4214	3117	14205	12214	10455	10675	11922	4320	7568	12595	5767	12232	11630	11844	12037	2503	13994	4112	11147	8365	4521	4697	5068	5715	7006	5854	5261	10566	8937	12484	11642	10360	13137	14776	9473	10448	10380	14312	9984	11486	7921	7344	8406	8901	7802	8149
cg00052046	2579	2066	2620	1179	1504	1984	1791	5335	1444	1705	1256	1563	877	1167	1232	1134	1198	968	959	766	1059	1830	1490	1438	2418	2006	1099	1799	1588	1168	1277	1852	1761	2207	1041	1721	744	1969	2002	1524	2295	1344	2078	1679	1200	1506	2148	2333	1653	2146	1704	2636	1916	1517	1841	1403	1771	1886	2280	1737	1751	1346	1469	1463	1445
cg00052246	1095	851	493	646	355	494	256	963	562	523	497	728	526	379	211	512	546	542	321	452	424	1051	386	493	522	1035	450	518	626	451	822	552	863	909	619	1203	599	1191	1244	285	883	607	811	771	542	551	850	1329	890	1005	909	574	267	443	842	611	634	736	907	237	224	310	239	378	399
cg00052290	12017	15168	14966	14053	13024	14692	13836	14538	14158	11478	15571	14321	14506	12208	13069	13497	13934	14067	14870	10661	10973	15514	15614	16609	12252	17099	11026	15307	13427	14555	16799	14189	16155	14834	11223	18167	12245	13914	17456	10765	10207	11925	12440	15220	13497	13816	11823	16251	16596	15905	11858	15699	15858	11623	14283	12817	17277	11367	14255	10536	9959	9157	11311	9519	11007
cg00052385	4039	3149	5453	2149	2370	2517	7101	4431	1540	2979	2637	2756	2510	2092	2742	3502	1639	1988	2987	2027	1954	2785	2905	2060	3651	2140	2577	4426	2541	5446	2443	3633	3932	3872	1877	3597	2167	10045	4526	2529	3771	2732	8287	2605	4375	2266	4767	8272	6601	5995	5878	2100	6188	7878	6457	3362	4158	6664	3304	6251	2379	2223	1789	2222	2782
cg00052422	14108	16483	18147	14715	16165	18626	17658	13829	17253	11835	12179	11526	12575	9822	10851	11241	10827	11222	12450	9047	9096	13799	16623	14376	15914	16123	9629	11248	15657	15158	14948	16576	16989	16204	10694	19216	11824	16694	11649	14380	9551	10090	11518	12613	10632	11281	16681	15891	17100	18548	13547	17941	14591	17909	14483	13969	13275	15452	15984	15368	14032	14860	15570	14328	13139
cg00052433	1366	1439	915	1842	1133	1134	1193	2718	1307	1215	621	1115	709	522	731	686	824	727	791	680	929	1583	1529	1309	1029	1356	866	1334	1512	861	1143	1458	2182	1754	879	1931	770	1575	1231	530	1334	1157	962	1262	631	785	1964	1845	1668	1976	1008	1281	1657	1513	1618	1123	996	1451	2012	774	1382	1712	1195	1266	1165
cg00052482	3882	3948	3205	2347	2014	2331	2072	3378	1834	2712	4436	2838	2395	3129	2959	3207	3333	3002	1547	2043	2480	2748	2382	2716	2481	3123	3354	3585	1811	1469	4153	4476	4321	4763	2614	4396	2687	3851	3185	1314	2837	3774	4574	4096	4169	3177	2751	3915	3215	3161	3296	2879	893	1810	1925	1689	1398	952	575	1285	1499	932	935	2643	1252
cg00052550	31776	27978	27759	27694	24825	28582	26515	21495	25561	22225	22050	30636	23077	20599	19630	21365	21925	20815	25694	17324	18435	29090	28246	28375	26833	30770	19747	23410	29841	27881	30490	27857	30217	31721	20269	28378	19749	29876	25277	21169	14683	23093	23051	26256	21323	22005	30041	28955	29784	30822	23282	31126	27610	33226	24919	29105	33285	25623	30137	24834	24411	26350	29050	25514	25352
cg00052561	14456	14317	12919	12148	11605	11853	11888	8493	11975	11583	12628	14329	12945	11654	11627	12681	12869	12702	14134	9851	10113	14522	13613	13958	12134	14312	11062	14414	11573	12415	13050	14130	14064	16294	10857	15026	11649	15503	16366	10502	11308	14032	14583	15432	13295	13365	15463	11816	13713	14874	11557	14585	14249	10208	11903	11988	14439	10190	14456	8902	9686	10855	10734	9414	10716
cg00052578	3482	2860	3418	1114	1773	2860	5126	4910	3466	3223	1455	2139	1872	1220	3097	3915	3904	2519	3434	2342	2333	4267	4409	2071	2948	1029	2199	3351	4340	3792	3514	2210	4736	3455	2210	6312	2889	4747	4869	756	889	3970	5785	3633	2355	3262	5115	9945	4754	5957	5421	1073	4376	2059	6142	3393	3799	4366	5167	973	1333	1870	1222	854	1220
cg00052588	5043	1798	5043	2096	2253	2950	9484	4368	1639	3234	975	2027	859	710	1615	1552	1066	1077	1184	806	1036	2170	3464	1871	7613	1873	1140	2101	1723	899	1798	3707	3689	3367	832	2910	1076	1905	1970	1345	3068	1431	1471	2470	1034	1851	3952	9415	5210	6077	7322	3045	4467	5081	3653	2126	3840	3477	4204	4206	2036	1451	3117	1307	1420
cg00052626	10339	8803	9882	7160	7284	10262	6733	3377	9572	7977	9656	6961	6786	7693	7259	8503	9615	8884	8335	7789	7705	8765	8370	9197	7589	5928	7656	8169	7144	7301	7293	8734	8884	11343	7156	9344	8182	7205	11562	4997	3970	9526	7255	10714	6508	9870	9050	6532	9833	8648	5727	10527	7930	7913	8489	7198	11270	6378	10508	7586	7212	7985	6257	5796	8454
cg00052665	1130	797	959	709	743	598	881	1738	719	436	539	1014	422	370	705	416	413	483	432	392	559	1276	1148	1017	905	894	378	843	901	587	896	814	820	1048	587	1304	501	867	752	761	485	770	859	611	465	603	2384	3347	1847	2152	1569	783	922	547	923	427	1111	1253	1064	473	306	386	446	540	174
cg00052684	3769	1072	2932	1373	2270	1346	1565	2248	1167	2837	794	1130	771	981	1010	1394	1189	828	295	665	1156	2600	1093	1120	1953	1953	847	2139	1125	715	1424	1940	2767	3577	657	3018	1235	2431	1047	923	765	1290	2122	1157	1407	712	1920	1775	1778	2558	1647	1655	2381	1021	1573	507	1175	3797	2474	158	1237	724	603	680	679
cg00052772	30838	28742	26200	25738	26840	22520	25339	16460	21831	28660	26096	26165	14547	25767	13818	18299	22734	22932	11754	20632	15634	23336	20734	20859	25361	24585	18977	26392	19821	19381	27706	30753	34592	20725	22008	34595	14351	29504	16409	26766	15969	14457	24027	26999	26113	20996	19831	11399	20466	16019	12162	34371	14531	16926	16735	21059	13447	20441	21178	25377	25189	15779	19245	31459	23491
cg00052853	4190	3785	3913	3173	3252	2770	2898	3411	2807	2881	2898	4073	2298	2816	2575	2730	2812	2532	2459	2115	2552	3540	3792	2680	3722	3693	2721	3106	3719	3102	3766	4443	4115	4754	2798	4071	2736	4190	3741	2169	2644	3382	4476	3644	2955	3080	3676	5006	4489	4843	4891	3185	2984	3537	3932	3756	3500	5189	3589	3728	3252	2468	2346	2974	2583
cg00052903	2135	1029	2237	2799	2288	2474	4185	1378	1264	6017	971	1682	1614	944	1346	6624	1269	1247	940	740	1377	2129	1536	1821	6770	1645	1216	1589	1497	1527	1818	5491	1739	2061	1184	2680	1062	2533	2056	797	575	1455	2438	1543	1179	1044	2142	9315	7721	8882	7893	1727	1267	4337	2408	1643	1866	2688	2001	6261	1103	947	526	823	1054
cg00052932	11213	13592	12526	10169	8162	7638	6538	9583	9334	7284	11043	9982	9805	10138	7911	9278	10768	9929	5006	8346	5489	8661	9664	8611	6198	12929	8628	10748	8773	7277	12534	9736	13042	10242	7546	14794	7614	14475	12252	6833	7834	7682	11666	10671	9906	10529	5511	6130	9104	4702	2667	11330	9377	3474	10002	10466	6189	7745	6141	5447	7760	6480	2391	7225	6897
cg00052964	578	765	467	557	648	452	349	362	448	344	473	510	501	363	527	468	462	472	352	288	312	489	1011	635	798	1124	453	212	510	624	830	671	797	637	395	1037	357	1255	544	193	504	553	681	691	597	480	516	533	660	621	586	1029	1044	430	767	836	707	1152	745	303	276	236	391	471	241
cg00053010	23453	25229	22404	21023	20137	22048	20749	14842	21175	12067	13805	22518	13108	12799	11711	13874	13273	13062	12687	10480	10895	22563	21098	23143	22413	21951	11657	13754	21939	13782	23938	22359	20418	25864	12447	22745	12523	23803	14952	13496	9107	13440	14766	14798	14037	14542	22872	20060	21153	22369	17790	27642	22880	21439	20860	19482	24970	19448	23571	16732	18104	18561	18518	18097	18253
cg00053063	790	982	785	749	842	410	798	1382	694	857	1055	941	947	924	1028	1384	1165	1135	741	849	791	1406	318	929	794	818	918	1395	898	620	1065	991	2312	1456	871	1268	997	1135	1227	990	961	1522	1389	1391	1465	746	1136	4252	1935	2827	2410	589	751	844	1146	1037	812	1321	923	281	471	606	192	615	313
cg00053073	26105	3612	21824	18011	8099	21254	22908	6448	5212	17992	8787	5046	6261	3376	5685	8445	6522	5000	16786	5753	3524	7003	14297	7262	23924	5341	10028	14992	14602	18984	13143	20654	23255	7609	3609	7228	12080	5115	8297	5054	7080	9903	9393	11899	5532	10705	23484	25072	22835	23615	19732	16898	22238	25943	17736	16916	25393	18251	25851	16512	11411	6576	19056	8774	13728
cg00053135	1704	1687	2795	2603	2339	1654	1799	3200	978	2621	1483	2402	1240	1484	1296	1426	1178	1119	1775	894	1230	1389	1478	1518	10401	1470	1454	2781	1507	1489	1685	1435	1847	2541	1281	2071	1241	1962	1871	2559	2578	1832	2111	2074	1016	1555	2960	2629	5347	3646	3220	2725	1858	1642	1782	1708	2989	2276	1737	7933	1142	959	3151	1005	1156
cg00053261	3355	3761	3798	2644	2330	3902	3369	5244	3624	2874	1775	3500	2091	2312	2047	1975	2235	2310	2622	2109	1668	3816	3306	4146	3729	3530	2454	3325	3198	2646	3558	4640	3088	3691	2001	3990	2126	4351	3717	4494	3456	2925	2896	2944	2316	2397	2580	3708	4407	4880	3927	4117	4611	2455	3046	3099	3387	3860	3127	12321	2573	1467	1683	2032	1817
cg00053292	11449	11892	12995	9382	8853	9722	10685	7305	9488	4106	4725	9699	3521	4549	3843	5178	4449	4401	2739	3474	3781	8901	9800	10346	9465	11041	3583	5597	8684	3735	11114	9993	10724	11969	3830	11580	3849	10764	6378	3468	3386	5658	5801	6026	4591	5048	10811	9150	10052	10971	8820	11216	11111	8722	9241	9153	10828	9849	11512	6898	7143	7399	7367	6749	7639
cg00053361	666	822	858	533	725	599	724	1421	570	562	733	924	606	611	813	826	939	842	482	674	726	974	1198	333	1000	899	584	1252	791	782	747	959	915	1483	922	1339	675	993	1106	485	1251	969	994	1032	760	861	1137	1597	1298	1155	939	954	653	571	850	812	657	619	1226	594	370	340	502	376	288
cg00053373	30620	28234	31136	27481	29215	29755	27301	26329	28756	19333	21465	30120	23730	19511	18872	19701	20190	19767	23707	17831	18652	29556	31300	31166	30107	28382	19069	23906	34730	24877	28800	30207	29516	33659	20060	29488	18460	29298	24639	26057	18060	22575	22510	26287	22019	21251	26373	30949	27906	30063	23051	32668	29626	27650	24498	23695	32880	25444	33048	24974	25980	29024	31005	25316	24611
cg00053393	2555	2412	1397	1634	1541	1782	2096	1795	1894	3452	3079	1641	3564	3441	3465	3860	3498	3014	3056	2565	2516	2001	1434	2624	1546	1904	2840	3235	1703	2322	2925	2227	3038	2389	2875	2654	3263	2012	4129	2275	4420	4060	4244	4752	2993	3237	1994	2047	2672	2668	1613	3397	2509	2259	2263	2405	2468	1971	1131	2289	2282	2435	2430	1906	2222
cg00053507	17138	21243	16835	15778	14788	16185	17541	14683	19904	15132	16836	19995	18366	14266	13955	14440	15612	16083	18133	11482	12129	21185	21343	19986	17726	17127	13048	16721	17752	19489	21852	20406	20056	16118	13003	23594	13482	20654	19094	9831	8493	15132	15551	17306	15338	15079	19361	19324	19945	20106	19202	19723	19102	16900	18436	21121	20917	16892	20853	10431	13987	13917	16049	14039	15245
cg00053536	8309	9281	8605	5284	5720	5160	5145	15642	6200	3373	3571	4899	2995	3208	2825	2842	2869	3238	3023	2113	2425	5073	5776	4986	5930	4908	2826	5680	4804	3140	5173	6384	6622	12486	2701	10807	2650	5839	7892	5789	6337	3829	3461	3862	2466	3285	6704	10089	6335	9712	8422	6155	7378	6897	8012	5970	6976	7270	7799	4148	4928	4890	3808	4175	5293
cg00053647	26151	22537	24024	19691	20991	20875	18106	15861	21781	18661	16812	20402	21101	17473	17418	17870	18679	18000	22195	15531	15504	21666	24745	21765	23495	24465	17263	17250	22982	21725	23352	27839	22317	28055	15361	24967	17117	27281	21584	15362	10728	18746	19684	21147	16806	19504	22501	21848	23477	22360	21070	27981	24397	23617	19610	19709	25039	18629	25771	17729	16648	20215	17870	16097	18977
cg00053661	12332	14510	14847	15026	14954	16348	15069	12262	15229	10606	10408	11566	10289	8536	9231	9581	9588	9979	11044	8066	7950	11288	12708	14214	14275	13736	8274	11183	14763	12732	14135	14851	14310	14577	9225	17333	10265	14604	10968	11255	6735	8817	10193	10589	9383	9599	14093	13887	15764	15723	11061	15424	12950	14872	11395	11168	13258	12194	13239	11941	11161	11235	12760	11489	10705
cg00053728	5703	2017	3182	1826	1560	2928	5633	2467	1543	1174	1113	1525	858	692	1095	1231	1059	1152	2329	1087	1089	2904	2624	2122	2489	3250	1097	2673	2361	1992	2811	1776	3721	2962	1453	5911	1145	1266	1635	854	1553	1884	1163	1360	2564	1736	4883	7807	4913	5498	5688	2011	3573	4054	5371	2684	6605	2588	8281	1058	1726	1341	925	712	595
cg00053755	1740	569	3501	2044	1007	1286	3670	822	543	4102	1389	720	692	1062	1133	1718	1048	672	545	743	894	1231	984	1013	3155	932	1326	1784	801	570	1223	2152	3422	1688	701	1761	769	1636	907	402	488	1375	3922	1416	1446	1050	3304	5135	3255	4586	2572	2437	397	1577	1256	884	910	2075	2382	1042	1153	855	374	867	845
cg00053769	2094	1703	1935	1780	1479	1410	2421	3751	1772	1868	966	1515	822	948	1058	1204	1374	1221	1100	882	1123	2388	2438	1989	2719	2122	875	1855	1673	793	1472	1889	1977	2610	1149	2647	1155	1618	1473	2098	2047	1813	1215	1493	1293	1248	2049	5709	1908	2465	1894	1869	2728	1219	1827	1811	2061	1566	2201	1254	1069	967	1336	1104	694
cg00053851	17210	18206	19485	18256	16698	13263	15329	13396	13803	12718	11149	12884	7293	10572	6340	14479	10159	8737	3951	8920	8257	14416	9399	12815	15974	18225	10009	14087	10070	9155	21241	19161	18429	18934	8413	23370	10326	19548	6090	10922	13755	8798	16548	10601	12154	9517	14401	17251	14317	14530	10001	21097	5043	12841	12729	13875	7089	6465	10701	13512	10381	13101	2105	8708	9981
cg00053870	4723	3231	3899	3131	3054	4076	3095	2100	3081	2297	2549	1716	1691	2501	2066	2048	1945	2069	2021	1832	2169	2062	3416	2424	3356	3009	2060	1612	2421	2001	3353	3186	3094	3712	1599	3920	2317	3495	2157	1408	1157	1985	3303	2645	2560	2700	3338	3678	4141	3885	3373	4011	3404	4333	3071	2682	3425	4283	5133	2601	2988	2822	3894	3506	3026
cg00053916	17184	3345	12259	7832	8891	7953	13735	8522	7316	12614	4506	4004	5921	2281	7161	11063	9021	9227	4793	7237	8303	13476	10931	6313	14838	6553	6715	9144	11027	5982	6413	10812	14617	11185	8018	11321	7874	13943	7779	1629	5015	7601	14386	9794	8405	9732	16501	20819	14749	17612	13984	6316	5976	11994	7958	10058	7018	9888	9392	11319	9247	7893	8918	2711	11060
cg00053927	5264	4077	2265	2538	2581	3753	8296	3306	1458	4177	1912	2667	1642	1231	6118	1902	1506	1475	4111	3898	2197	5860	9916	4481	15448	2522	1836	12186	3063	3542	2817	2959	4795	2922	1287	8963	1837	2530	2931	1749	3303	7295	1484	2085	1807	5502	8161	13098	10204	14937	12386	5267	5472	9394	5046	2326	8820	5732	6975	8129	2748	1810	3953	1694	2183
cg00054173	1407	1482	1652	1729	2297	1604	1272	1703	1135	1690	1358	1851	1249	1339	1400	1622	1484	1548	1483	717	1172	1517	1256	1550	1610	1889	1254	1768	1551	1505	1783	1486	1754	2050	1279	1459	1300	2080	1921	1349	2986	2095	1858	1982	1373	1846	1969	1872	1727	1865	1269	2572	1486	1522	1367	1504	1848	1585	1649	1080	1145	767	831	1218	852
cg00054197	7869	6527	6138	6786	13276	7231	7320	6485	5034	3857	3356	5808	3686	3453	3671	3718	3518	3306	4241	3251	3044	6480	6358	6370	17183	5787	3421	5096	5644	4635	5917	6420	5117	7448	3343	7747	3756	6524	4641	3852	3026	4504	4507	4590	3377	3852	7147	11573	8441	8034	6577	7274	8063	8929	6685	7970	9761	7371	8849	8036	5612	7130	5362	5405	6345
cg00054210	8157	25831	23880	14312	2216	1659	25815	8246	22347	6642	12894	9575	17575	1030	16705	11431	16952	16352	10109	15625	1480	18194	13515	3647	12764	3033	16765	14265	18688	21460	3586	16219	20272	24773	2474	1877	13466	21151	16618	1769	3710	12981	14965	18612	7472	14562	12115	18055	4250	10330	12623	1097	21687	1568	19412	25192	21001	17254	23101	5251	15321	15454	14022	11039	18572
cg00054243	2732	2676	2772	1380	1745	2274	1600	9482	1764	1315	1718	1775	1285	1540	1325	1463	1677	1757	1291	992	1243	2013	1627	1855	2225	1675	1025	4442	1803	1441	2401	2441	2275	3727	1157	3145	1465	2487	4401	4614	6189	2279	2611	2080	1457	1855	2580	6277	2209	2786	2966	1357	2476	1808	2034	2189	1608	2067	2709	1226	1259	1212	1579	1818	1580
cg00054248	1185	1252	1622	1094	853	1078	1125	1562	697	427	397	618	338	348	390	346	307	422	374	332	329	736	833	649	815	825	279	647	660	385	802	1068	1014	1393	410	1591	467	935	467	887	1238	573	735	637	297	335	749	1052	912	1501	910	1077	991	1296	1017	534	709	924	893	581	691	586	696	456	617
cg00054301	14800	7309	9307	10267	8110	12896	13910	8250	7820	11601	3492	5391	5342	3502	6161	6579	6429	5997	5352	6089	7399	9001	8498	8348	19391	7736	4848	12872	8674	6807	6535	11983	14872	9549	5489	15395	5760	8597	6131	2786	2665	5944	11160	7838	6783	5491	16125	16953	14617	15955	14113	9719	6082	16520	9320	8796	6772	7582	7515	9368	8361	6324	8658	6830	8874
cg00054352	2671	4922	2046	1937	3409	2890	3412	3859	1915	3675	3117	1965	1887	1352	1486	2475	3445	1601	1911	2387	1259	3486	2320	2211	2184	2594	1208	2246	2730	1609	4391	4109	1970	2928	1272	2662	1251	2382	1254	1659	2421	2911	4145	2089	1471	1652	1901	3584	1995	2936	3329	3327	1690	1388	3649	2979	1893	2721	2181	6092	3781	2407	1522	1101	1656
cg00054408	23038	17328	21057	23004	22288	24731	23016	14521	21843	14325	14957	18670	14759	13712	15222	14326	14718	14745	14788	12568	12827	23386	23552	21257	23546	24066	13770	14330	24887	14805	18681	23687	23959	23123	13750	19077	14346	28321	16305	9902	8954	16151	15641	17916	16593	15085	25620	21169	21573	20288	15408	25180	17704	26181	16631	20208	23088	16522	24633	18356	19924	21624	21519	22171	20660
cg00054409	1485	870	2204	1334	2298	1079	1301	4343	711	4142	453	907	588	338	314	711	574	634	423	536	829	781	958	1125	4447	1021	224	1655	877	977	1233	1045	1968	1808	383	2140	316	1769	2091	1729	2980	657	2239	594	522	534	1615	4516	4134	5854	3998	1895	1669	2306	1610	929	636	2333	1659	2903	635	844	706	580	797
cg00054472	24493	23584	22638	19506	21064	20528	17575	16408	20436	10027	12892	22392	13095	11122	10948	12315	12402	12740	12313	8847	10704	22061	22463	15824	20094	20840	9366	12927	21765	12897	21966	21887	21232	26707	11540	22915	10718	23713	15285	10312	10615	13571	14586	14945	12674	13572	21749	22854	22951	21649	17074	22078	21746	20537	16815	20798	22824	15682	24001	17331	21222	21806	21044	19331	21860
cg00054496	4615	2755	4206	3147	3026	4278	5444	4951	2775	2147	1447	2573	1078	1396	1899	1778	1659	1835	1643	998	1173	3810	3661	2217	4312	1903	1382	3424	1713	1479	1991	2965	5643	4394	1493	7203	1490	2343	2243	1813	2758	2169	1883	2151	1349	1127	2578	4862	4565	4712	4225	5003	4689	3242	3643	2865	4060	4447	3370	2532	2317	2303	2160	1083	1610
cg00054511	7621	7249	7608	6656	7106	5935	7765	7639	7133	6751	7446	6384	7620	5615	6394	7103	6629	6657	7687	5338	5312	6533	6842	7938	7702	8140	5761	7841	7716	6955	7069	7595	7671	9663	5823	10638	7030	8451	7682	9286	6733	5968	6642	7321	6568	7267	8317	7471	8309	9590	5714	7741	7228	4855	6752	5650	7391	7142	8132	6227	5412	5635	4516	5506	4532
cg00054525	11067	1963	5776	8996	3230	9568	3409	3682	6236	6146	6446	1685	8065	5101	5260	5001	5608	3889	5915	5287	1477	7496	9152	7083	11609	2110	4583	6893	8753	8430	1405	11010	8292	8373	6932	3310	5870	9174	7396	4411	1814	6765	6862	8552	4412	5570	11334	7234	9695	11496	7802	10877	8993	10637	8657	4047	8751	9879	11883	8940	7628	6795	10514	6462	7145
cg00054572	465	350	566	687	450	861	655	813	570	485	249	550	423	388	445	478	309	366	372	354	293	734	634	592	853	610	451	689	746	556	704	684	514	563	269	263	398	490	244	303	652	491	384	587	478	386	796	1238	893	1080	575	295	356	614	542	460	335	311	309	320	180	386	281	244	227
